Remi G.,First Trimester,148
Folashade O.,Aisha from Kano,148
Sade O.,second trimester,148
Chioma O.,TTC,148
Precious B.,Aisha from Kano,150
Ezinne V.,Joining from UK,150
Bosede W.,First Trimester,151
Wimi M.,third trimester,151
Chiamaka F.,Due in June,151
Zara C.,just delivered,152
Abigail (Zaria),38 weeks,152
Aisha P.,Just delivered,152
Yewande M.,tired but here,152
Winifred T.,Preparing,152
Nneka (New York),First Trimester,152
Chika (Enugu),First Trimester,153
Amaka N.,just delivered,153
Bosede W.,First Trimester,154
Amaka P.,Esther from Ikeja,154
Rachel P.,watching from work,154
Jumoke M.,Joining from UK,154
Nneka (New York),First Trimester,155
Joy W.,ttc,155
Grace (Kubwa),first trimester,155
Rosemary H.,Ngozi from Lekki,155
Uju S.,due in june,155
Justina S.,Esther from Ikeja,156
Chidinma (New York),Third Trimester,156
Gloria L.,due next week,156
Sade L.,Ngozi from Lekki,156
Bolalanle A.,due in july,156
Sarah V.,secretly watching at work lol,156
Yemisi Y.,Due in July,157
Lolo (New York),Planning,157
Yewande B.,Due in May,157
Beatrice J.,Aisha from Kano,157
Wimi S.,Planning,157
Tiwa (Jabi),Ngozi from Lekki,157
Wunmi (Surulere),ngozi from lekki,158
Titi (Abeokuta),Joining from my bed lol,158
Tiwa (Jabi),Ngozi from Lekki,159
Shola (Calabar),12 weeks,159
Valerie F.,Due next week,159
Lara T.,Due next week,159
Uzo E.,Due next week,160
Olivia C.,aisha from kano,160
Zainab O.,Tired but here,160
Chiamaka C.,Aisha from Kano,160
Wuraola (Wuse 2),third trimester,161
Iyabo N.,Esther from Ikeja,161
Yani V.,due in june,161
Chioma V.,First Trimester,161
Miriam L.,Due in June,161
Yetunde P.,joining from uk,162
Titilayo (Sokoto),joining from uk,162
Adetola L.,Exhausted but ready,163
Winifred C.,20 weeks,163
Temi C.,aisha from kano,163
Iyabo T.,"Lagos, 2nd Trimester",163
Morayo L.,planning,163
Shola I.,"PH, 3rd Trimester",163
Wendy B.,second trimester,164
Kehinde V.,Planning,164
Taiwo W.,joining from my bed lol,164
Titi J.,Exhausted but ready,164
Zina A.,12 weeks,164
Olamide L.,Watching from work,165
Faith F.,First Trimester,165
Ashley B.,Aisha from Kano,166
Zarah L.,Due in July,166
Aisha A.,Lagos 2nd Trimester,166
Kemi (Manchester),ttc,168
Chioma E.,planning,168
Folake D.,First Trimester,168
Ezinne (Ilorin),Planning,168
Chiamaka (Nairobi),joining from uk,168
Chioma W.,"Lagos, 2nd Trimester",168
Adeola (Kumasi),ttc,169
Maryam J.,Exhausted but ready,169
Doris I.,secretly watching at work lol,170
Omowunmi R.,ngozi from lekki,170
Precious U.,planning,170
Omotola W.,"Abuja, Planning",170
Eniola P.,due next week,170
Kikelomo N.,Secretly watching at work lol,171
Chidinma S.,First Trimester,171
Doris I.,secretly watching at work lol,172
Zina J.,Tired but here,172
Jessica R.,"PH, 3rd Trimester",172
Zina J.,Tired but here,173
Yewande Y.,20 weeks,173
Martha (Port Harcourt),Due in July,173
Mercy P.,Tired but here,174
Wimi (Epe),Secretly watching at work lol,174
Grace Y.,third trimester,174
Aderonke U.,planning,174
Aisha L.,second trimester,175
Oluwaseun (Port Harcourt),38 weeks,175
Miriam (Accra),Second Trimester,175
Amanda U.,12 weeks,176
Maryam L.,due next week,176
Comfort I.,joining from my bed lol,176
Idara A.,Secretly watching at work lol,176
Kemi U.,Ngozi from Lekki,176
Amanda M.,20 weeks,176
Amanda M.,20 weeks,177
Ada E.,third trimester,177
Justina G.,second trimester,177
Doris I.,Third Trimester,178
Bukola W.,Due in July,178
Ayra N.,Just delivered,178
Iyabo W.,12 weeks,178
Rosemary C.,Ngozi from Lekki,178
Bisi N.,joining from uk,178
Rosemary C.,Ngozi from Lekki,179
Deborah P.,Third Trimester,179
Queen B.,Due next week,179
Yani W.,12 weeks,179
Fatima Y.,Just delivered,180
Folashade G.,exhausted but ready,180
Hadiza O.,38 weeks,180
Tina C.,just delivered,180
Peace (Lagos),Due in May,181
Paulina H.,"Abuja, Planning",181
Teni G.,Secretly watching at work lol,181
Remi M.,Esther from Ikeja,182
Morayo M.,Due in May,182
Yani L.,Planning,182
Lilian H.,Aisha from Kano,182
Uche A.,Preparing,182
Megan Y.,joining from my bed lol,185
Ezinne C.,Watching from work,185
Ejiro S.,due in may,186
Amanda (Yaba),Watching from work,186
Mimi D.,Just delivered,186
Uzo (Ikeja),12 weeks,186
Chiwendu (Toronto),38 weeks,187
Simi (Dublin),"Lagos, 2nd Trimester",187
Ezinne C.,Watching from work,188
Nini D.,joining from my bed lol,188
Kikelomo M.,Aisha from Kano,188
Lola (Apapa),Watching from work,188
Bisi (Dublin),exhausted but ready,188
Onyinye C.,"PH, 3rd Trimester",188
Chiwendu (Toronto),38 weeks,189
Waje J.,20 weeks,189
Soso S.,20 weeks,189
Sandra C.,Tired but here,189
Lola (Accra),38 weeks,189
Grace J.,Second Trimester,190
Oluwaseun V.,Due in July,190
Abosede (Ikorodu),Planning,190
Jumoke (Zaria),watching from work,190
Pelu D.,Tired but here,190
Folake I.,ngozi from lekki,190
Olamide I.,First Trimester,191
Favour M.,Due in May,191
Hauwa I.,20 weeks,192
Zara K.,joining from uk,192
Sefinat R.,"abuja, planning",192
Wendy F.,first trimester,192
Ganiyat G.,Secretly watching at work lol,192
Bilkis (Manchester),Due in May,192
Iyabo B.,Joining from my bed lol,193
Nicole B.,"lagos, 2nd trimester",193
Iyabo G.,Preparing,193
Nneoma L.,planning,193
Bunmi (Jos),preparing,194
Mimi A.,Ngozi from Lekki,194
Folashade J.,Aisha from Kano,194
Bosede O.,second trimester,194
Damilola L.,due next week,194
Olamide P.,"Abuja, Planning",194
Sefinat R.,"abuja, planning",195
Ngozi L.,Joining from UK,195
Gloria U.,Preparing,195
Veronica W.,"Lagos, 2nd Trimester",195
Gladys M.,20 weeks,195
Bilkis G.,esther from ikeja,195
Ijeoma R.,preparing,195
Hope H.,Tired but here,196
Amaka W.,exhausted but ready,196
Elizabeth W.,due in june,196
Bilkis G.,esther from ikeja,197
Mercy K.,Due in July,197
Chioma G.,38 weeks,197
Uju D.,38 weeks,197
Precious (Lokogoma),due next week,197
Amaka W.,exhausted but ready,199
Mercy K.,Due in July,199
Lara (Abeokuta),Exhausted but ready,199
Grace F.,planning,199
Adeola C.,Due in July,199
Ogechi H.,20 weeks,200
Kemi C.,ttc,200
Aderonke (Kaduna),Abuja Planning,201
Kemi O.,20 weeks,201
Soso N.,"PH, 3rd Trimester",201
Olivia O.,Watching from work,201
Tolu V.,TTC,201
Tiwa W.,ngozi from lekki,202
Damilola Y.,TTC,202
Comfort B.,"Lagos, 2nd Trimester",203
Kemi A.,aisha from kano,203
Efe K.,38 weeks,204
Valerie T.,Preparing,204
Omowunmi A.,Due in June,204
Zarah (Wuse),20 weeks,204
Jumoke A.,Exhausted but ready,204
Xara W.,Ngozi from Lekki,204
Uzo (Kano),Third Trimester,205
Ngozi Y.,Esther from Ikeja,205
Zainab U.,"abuja, planning",205
Efe K.,38 weeks,206
Teni W.,Preparing,206
Nse S.,Planning,206
Halima (Kumasi),second trimester,206
Vivian V.,Joining from UK,206
Yemi (Magodo),due in june,209
Chinyere (Oshodi),Planning,209
Ngozi (Akure),planning,209
Maryam (Kubwa),Tired but here,210
Adeola L.,Esther from Ikeja,210
Lilian P.,12 weeks,210
Philomena (Jabi),Joining from UK,210
Teni F.,Due in June,210
Wendy M.,Esther from Ikeja,210
Lilian P.,12 weeks,213
Ayra W.,just delivered,213
Blessing W.,38 weeks,213
Bilkis U.,"Lagos, 2nd Trimester",213
Iyabo (Badagry),aisha from kano,213
Prisca Y.,Watching from work,213
Yemisi N.,Ngozi from Lekki,215
Beatrice (Surulere),12 weeks,215
Ashley K.,Third Trimester,215
Dammy R.,20 weeks,216
Theresa R.,"PH, 3rd Trimester",216
Uzo Y.,Due in June,217
Bosede (Osogbo),planning,217
Oluwaseun C.,First Trimester,217
Eniola C.,Preparing,217
Victoria G.,38 weeks,217
Jessica G.,TTC,217
Uzo Y.,Due in June,218
Idara (Abeokuta),Second Trimester,218
Adeola A.,Due in May,218
Victoria Y.,"Abuja, Planning",218
Yewande U.,tired but here,218
Ify M.,TTC,218
Wuraola J.,"PH, 3rd Trimester",219
Hauwa K.,Planning,219
Onyinye W.,third trimester,219
Sarah (Utako),Just delivered,220
Dammy S.,Due in May,220
Prisca U.,First Trimester,220
Yemisi P.,planning,220
Amaka M.,Exhausted but ready,220
Rosemary B.,Planning,220
Funke E.,38 weeks,221
Amaka K.,PH 3rd Trimester,221
Maryam U.,Due in July,221
Rosemary B.,Planning,223
Zina P.,aisha from kano,223
Xara L.,20 weeks,223
Patience E.,third trimester,223
Tolulope C.,Due next week,223
Mojisola H.,Lagos 2nd Trimester,223
Veronica R.,38 weeks,223
Teni H.,38 weeks,224
Ezinne (Festac),Ngozi from Lekki,224
Blessing (Atlanta),planning,224
Sade N.,second trimester,225
Wuraola P.,"Abuja, Planning",225
Bukola (Zaria),38 weeks,226
Dammy N.,just delivered,226
Fatima (Johannesburg),Esther from Ikeja,226
Gladys K.,Joining from UK,226
Mercy I.,Joining from UK,227
Nini S.,due in june,227
Philomena E.,"PH, 3rd Trimester",227
Kehinde W.,Joining from UK,227
Philomena E.,"PH, 3rd Trimester",228
Olamide (Houston),Just delivered,229
Megan E.,Watching from work,229
Tina S.,38 weeks,229
Philomena P.,joining from uk,229
Ifeoma (Lokogoma),Third Trimester,229
Prisca E.,ttc,230
Dammy P.,20 weeks,230
Amanda L.,Due in July,230
Beatrice O.,due in may,231
Tina N.,"PH, 3rd Trimester",231
Kiki B.,38 weeks,231
Blessing I.,20 weeks,231
Seyi R.,Just delivered,232
Kafayat Y.,TTC,232
Tina N.,"PH, 3rd Trimester",234
Zarah R.,Watching from work,234
Lola (Akure),Joining from UK,234
Nneka K.,Due in June,234
Tolu H.,Just delivered,235
Philomena D.,Due in May,235
Tina O.,Joining from UK,236
Abosede (Wuse),First Trimester,236
Aderonke W.,due in may,238
Vivian Y.,38 weeks,238
Ada (Ilorin),Ngozi from Lekki,238
Chinyere A.,20 weeks,239
Miriam L.,Joining from UK,239
Vimi M.,"Lagos, 2nd Trimester",239
Zarah N.,watching from work,240
Beatrice J.,watching from work,240
Nafisat L.,Esther from Ikeja,240
Chinyere A.,20 weeks,242
Vimi M.,Planning,242
Bukola Y.,Ngozi from Lekki,242
Rita R.,Exhausted but ready,242
Temi U.,"Lagos, 2nd Trimester",242
Hauwa C.,secretly watching at work lol,242
Sandra T.,"PH, 3rd Trimester",242
Remi O.,First Trimester,243
Prisca A.,Second Trimester,243
Helen D.,Watching from work,243
Eniola (Nairobi),Due next week,243
Grace M.,joining from my bed lol,243
Hannah A.,Joining from my bed lol,243
Toyin M.,Due in June,244
Efe P.,Just delivered,244
Kemi D.,due next week,244
Megan U.,20 weeks,244
Damilola (Birmingham),Due in May,244
Wuraola F.,Due in May,244
Eniola (Nairobi),Due next week,245
Zina (Accra),ttc,245
Folake P.,planning,245
Oluwaseun R.,First Trimester,245
Sade N.,Second Trimester,245
Grace G.,Aisha from Kano,245
Ashley S.,20 weeks,245
Zina M.,12 weeks,246
Toke U.,Lagos 2nd Trimester,246
Kemi D.,due next week,247
Zina (Accra),ttc,247
Busola F.,due in july,247
Bosede E.,secretly watching at work lol,247
Megan S.,Aisha from Kano,247
Yetunde E.,"Lagos, 2nd Trimester",247
Ashley A.,Exhausted but ready,248
Faith I.,38 weeks,248
Yemisi (Magodo),secretly watching at work lol,248
Busola O.,Ngozi from Lekki,248
Bolalanle U.,38 weeks,249
Mojisola P.,Due in July,249
Kemi (Festac),Third Trimester,249
Sarah E.,TTC,249
Busola O.,Ngozi from Lekki,251
Zina P.,secretly watching at work lol,252
Ngozi M.,joining from my bed lol,252
Ashley (Dublin),watching from work,252
Ene P.,ngozi from lekki,252
Bunmi R.,aisha from kano,254
Rachel R.,Exhausted but ready,254
Mary (Maryland),Joining from UK,254
Simi M.,"PH, 3rd Trimester",254
Nse C.,ngozi from lekki,254
Ene P.,ngozi from lekki,255
Gladys (Calabar),"PH, 3rd Trimester",255
Mercy K.,Esther from Ikeja,255
Adeola I.,aisha from kano,256
Stella S.,Aisha from Kano,256
Zara U.,joining from uk,256
Sarah B.,"Abuja, Planning",256
Elizabeth L.,due in may,256
Zara P.,Tired but here,258
Megan R.,Due in June,258
Uju P.,due next week,258
Kiki Y.,Third Trimester,258
Teni (Epe),Aisha from Kano,260
Blessing R.,Planning,260
Josephine (Calabar),Just delivered,260
Bosede (Lokogoma),Tired but here,260
Ibiwari V.,Due in June,260
Chika R.,Esther from Ikeja,260
Kafayat K.,due next week,261
Helen O.,Tired but here,261
Remi (Abuja),"PH, 3rd Trimester",261
Onyinye P.,ttc,261
Olivia T.,esther from ikeja,261
Chidinma D.,Due in July,262
Nneka P.,Third Trimester,262
Eniola J.,exhausted but ready,262
Bukola P.,38 weeks,262
Kiki O.,Joining from UK,262
Victoria (Birmingham),Due in July,264
Juliet L.,Watching from work,264
Kiki (Owerri),Exhausted but ready,264
Patience B.,Due in May,264
Damilola D.,just delivered,264
Efe I.,due in june,264
Chidinma Y.,"Abuja, Planning",266
Blessing O.,third trimester,266
Rita T.,watching from work,266
Precious (Maitama),Just delivered,266
Tolulope L.,"abuja, planning",266
Nkechi Y.,ngozi from lekki,266
Kemi (Apapa),Just delivered,267
Olamide (Sokoto),Due in July,267
Jessica E.,Watching from work,267
Titilayo L.,due in may,267
Beatrice E.,Due in May,267
Kafayat N.,Third Trimester,267
Rita T.,watching from work,269
Titi (Wuse),"Abuja, Planning",269
Tolu (Maitama),Secretly watching at work lol,269
Tina H.,Joining from my bed lol,269
Titi (Wuse),"Abuja, Planning",270
Hope R.,38 weeks,270
Folake I.,First Trimester,270
Soso K.,20 weeks,270
Elizabeth (Benin City),First Trimester,270
Tolu (Dublin),joining from uk,270
Seyi A.,12 weeks,271
Ifeoma J.,Planning,271
Joy (Gbagada),exhausted but ready,271
Elizabeth (Benin City),First Trimester,272
Blessing I.,exhausted but ready,272
Bolalanle W.,38 weeks,272
Olamide T.,Due next week,272
Ayra A.,Second Trimester,273
Bunmi Y.,12 weeks,273
Ibiwari S.,aisha from kano,274
Zainab T.,ngozi from lekki,274
Simi K.,joining from uk,274
Ashley U.,Second Trimester,274
Bilkis M.,First Trimester,274
Seyi F.,Exhausted but ready,274
Folashade A.,Due in June,276
Kudirat A.,Due in July,276
Rachel S.,20 weeks,276
Florence F.,ttc,276
Lisa R.,12 weeks,276
Ganiyat W.,"Lagos, 2nd Trimester",276
Bola D.,ngozi from lekki,277
Funke R.,Due in June,277
Winifred C.,Third Trimester,277
Ifeoma L.,Joining from UK,277
Lisa R.,12 weeks,278
Funke R.,Due in June,278
Linda D.,just delivered,278
Morayo (Garki),Joining from my bed lol,278
Yetunde (Atlanta),due in june,278
Yinka (Akure),Preparing,278
Soso Y.,esther from ikeja,278
Martha T.,Esther from Ikeja,278
Hope (Abeokuta),Joining from UK,279
Chidinma (Isolo),Third Trimester,279
Bunmi P.,Esther from Ikeja,279
Busola T.,secretly watching at work lol,279
Olivia A.,third trimester,279
Fadekemi W.,TTC,279
Dammy L.,Secretly watching at work lol,280
Amaka R.,aisha from kano,280
Nneka W.,Ngozi from Lekki,280
Ejiro T.,due in may,280
Vimi V.,38 weeks,280
Theresa C.,Esther from Ikeja,280
Tolu K.,Watching from work,281
Damilola O.,First Trimester,281
Raliat (Maryland),Joining from my bed lol,281
Vimi O.,Tired but here,281
Eniola (Nyanya),38 weeks,282
Chinyere G.,Joining from my bed lol,282
Onyinye C.,due in july,282
Prisca S.,Due in May,282
Hannah U.,Just delivered,282
Raliat I.,due in june,282
Zara K.,Ngozi from Lekki,283
Florence R.,Ngozi from Lekki,283
Chinyere (Gbagada),Ngozi from Lekki,283
Toke D.,Watching from work,283
Nneoma C.,First Trimester,283
Busola M.,Ngozi from Lekki,283
Chika C.,12 weeks,284
Folashade C.,Aisha from Kano,284
Vimi O.,Third Trimester,285
Tolu (Lokogoma),second trimester,285
Kemi L.,Exhausted but ready,285
Helen I.,Due next week,285
Mary F.,Joining from my bed lol,287
Raliat (Isolo),Second Trimester,287
Precious A.,Esther from Ikeja,287
Raliat C.,Watching from work,287
Rita R.,Watching from work,287
Juliet D.,Joining from UK,287
Ify B.,due next week,290
Uche C.,Aisha from Kano,290
Stella R.,tired but here,290
Lola R.,just delivered,290
Tolulope S.,Tired but here,291
Toyin C.,12 weeks,291
Kudirat (Dallas),Second Trimester,292
Lolo K.,joining from my bed lol,292
Grace G.,esther from ikeja,292
Nike V.,preparing,292
Lara (Garki),Due in May,293
Chioma C.,Just delivered,293
Fadekemi H.,"ph, 3rd trimester",293
Linda H.,"Lagos, 2nd Trimester",293
Aderonke O.,Second Trimester,293
Ada V.,Aisha from Kano,293
Ganiyat V.,Second Trimester,294
Ganiyat M.,"Lagos, 2nd Trimester",294
Queen A.,third trimester,294
Chioma U.,12 weeks,294
Nneoma D.,"Lagos, 2nd Trimester",294
Fadekemi H.,"ph, 3rd trimester",295
Seyi A.,38 weeks,295
Fatima O.,Secretly watching at work lol,295
Uju J.,Due in June,296
Zainab (Warri),tired but here,296
Sarah U.,joining from uk,296
Ogechi W.,Preparing,296
Rita M.,Exhausted but ready,297
Lola I.,20 weeks,297
Bunmi U.,Exhausted but ready,297
Ene H.,Due in July,297
Nneka E.,Tired but here,298
Modupe Y.,Due in May,298
Amanda (Kaduna),Due in June,298
Rachel B.,Esther from Ikeja,299
Victoria P.,due in june,299
Paulina Y.,due in may,299
Martha (Houston),Planning,300
Bola (Zaria),"ph, 3rd trimester",300
Hope (Kaduna),esther from ikeja,300
Ejiro F.,20 weeks,300
Tiwa R.,38 weeks,300
Tina (Akure),"lagos, 2nd trimester",300
Philomena R.,Secretly watching at work lol,301
Justina C.,20 weeks,301
Prisca D.,38 weeks,301
Titilayo U.,Joining from my bed lol,301
Florence J.,Due in May,301
Simi (Magodo),"ph, 3rd trimester",301
Ganiyat B.,Esther from Ikeja,302
Idara V.,due in may,302
Yemi D.,planning,302
Helen F.,Preparing,302
Halima D.,just delivered,302
Modupe R.,Joining from UK,302
Funke G.,exhausted but ready,303
Jumai T.,38 weeks,303
Xara A.,Due in June,304
Teni W.,due next week,304
Sarah (Festac),due in june,305
Jessica R.,just delivered,305
Blessing H.,Preparing,305
Loveth P.,"Lagos, 2nd Trimester",306
Omowunmi (Zaria),abuja planning,306
Zuwaira G.,"Lagos, 2nd Trimester",306
Maryam C.,Ngozi from Lekki,306
Idara R.,Due in May,306
Blessing H.,Preparing,307
Justina (Houston),Second Trimester,308
Adeola V.,second trimester,308
Yewande (Ikeja),Second Trimester,309
Soso A.,Watching from work,309
Gloria F.,due in may,309
Uzo G.,Second Trimester,309
Zainab (Ibadan),Due in July,309
Omowunmi M.,exhausted but ready,309
Lolo E.,ngozi from lekki,311
Omowunmi (Maitama),Esther from Ikeja,311
Zainab L.,tired but here,311
Olamide (Wuse),12 weeks,311
Amanda D.,aisha from kano,311
Mercy I.,Exhausted but ready,311
Adetola F.,"ph, 3rd trimester",313
Adetola G.,"PH, 3rd Trimester",313
Sandra N.,Tired but here,313
Bilkis S.,watching from work,313
Lisa V.,aisha from kano,313
Ada C.,Due next week,314
Adetola U.,Due in May,314
Kafayat Y.,Ngozi from Lekki,314
Chika W.,20 weeks,314
Shola (Nairobi),Third Trimester,314
Ugomma H.,Tired but here,314
Kehinde (Ilorin),Due next week,315
Chiwendu U.,PH 3rd Trimester,315
Hope (Dallas),"Lagos, 2nd Trimester",315
Taiwo (New York),Secretly watching at work lol,316
Nneoma U.,Watching from work,316
Theresa M.,12 weeks,316
Rosemary K.,joining from my bed lol,316
Wuraola (Akure),Due next week,316
Nafisat J.,planning,316
Wimi S.,third trimester,318
Uzo B.,esther from ikeja,318
Lara K.,"PH, 3rd Trimester",319
Vivian P.,secretly watching at work lol,319
Busola (Zaria),Due in May,320
Amanda R.,Ngozi from Lekki,320
Raliat V.,Esther from Ikeja,320
Doris U.,"Abuja, Planning",321
Grace (Wuse),Joining from UK,321
Florence S.,Preparing,321
